SVI Theme: Minority Status & Language; Overall Minority Status & Language (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Minority Status & Language-2018-Percentile
37061,Duplin County,North Carolina,9.2,0.9459
37093,Hoke County,North Carolina,9.2,0.929
37107,Lenoir County,North Carolina,9.2,0.8854
37123,Montgomery County,North Carolina,9.2,0.8806
39033,Crawford County,Ohio,9.2,0.0933
39107,Mercer County,Ohio,9.2,0.1286
39143,Sandusky County,Ohio,9.2,0.4483
39155,Trumbull County,Ohio,9.2,0.3413
40049,Garvin County,Oklahoma,9.2,0.611
40123,Pontotoc County,Oklahoma,9.2,0.6256
41001,Baker County,Oregon,9.2,0.3235
42017,Bucks County,Pennsylvania,9.2,0.6266
42121,Venango County,Pennsylvania,9.2,0.0809
46047,Fall River County,South Dakota,9.2,0.5228
47071,Hardin County,Tennessee,9.2,0.3031
48203,Harrison County,Texas,9.2,0.8373
51005,Alleghany County,Virginia,9.2,0.1541
51087,Henrico County,Virginia,9.2,0.8879
51149,Prince George County,Virginia,9.2,0.5944
54007,Braxton County,West Virginia,9.2,0.0271
02013,Aleutians East Borough,Alaska,9.3,0.9952
02198,Prince of Wales-Hyder Census Area,Alaska,9.3,0.4489
05075,Lawrence County,Arkansas,9.3,0.0901
08071,Las Animas County,Colorado,9.3,0.8481
12119,Sumter County,Florida,9.3,0.5403
13267,Tattnall County,Georgia,9.3,0.8475
13287,Turner County,Georgia,9.3,0.73
17161,Rock Island County,Illinois,9.3,0.7972
18063,Hendricks County,Indiana,9.3,0.5403
18093,Lawrence County,Indiana,9.3,0.0834
18119,Owen County,Indiana,9.3,0.1082
18153,Sullivan County,Indiana,9.3,0.1913
18167,Vigo County,Indiana,9.3,0.4021
18179,Wells County,Indiana,9.3,0.2028
19117,Lucas County,Iowa,9.3,0.3025
20075,Hamilton County,Kansas,9.3,0.9284
20119,Meade County,Kansas,9.3,0.787
21161,Mason County,Kentucky,9.3,0.4645
21219,Todd County,Kentucky,9.3,0.6036
22031,De Soto Parish,Louisiana,9.3,0.5782
22061,Lincoln Parish,Louisiana,9.3,0.7338
24015,Cecil County,Maryland,9.3,0.4967
26127,Oceana County,Michigan,9.3,0.7348
28021,Claiborne County,Mississippi,9.3,0.6842
29033,Carroll County,Missouri,9.3,0.1503
29075,Gentry County,Missouri,9.3,0.114
29177,Ray County,Missouri,9.3,0.1047
32033,White Pine County,Nevada,9.3,0.6364
34021,Mercer County,New Jersey,9.3,0.9459
35057,Torrance County,New Mexico,9.3,0.8736
36093,Schenectady County,New York,9.3,0.7042
37073,Gates County,North Carolina,9.3,0.4161
38073,Ransom County,North Dakota,9.3,0.0417
39007,Ashtabula County,Ohio,9.3,0.3391
40087,Mcclain County,Oklahoma,9.3,0.5989
40119,Payne County,Oklahoma,9.3,0.525
42075,Lebanon County,Pennsylvania,9.3,0.6944
42085,Mercer County,Pennsylvania,9.3,0.3012
42133,York County,Pennsylvania,9.3,0.6116
47171,Unicoi County,Tennessee,9.3,0.4078
49003,Box Elder County,Utah,9.3,0.5419
49007,Carbon County,Utah,9.3,0.4747
50011,Franklin County,Vermont,9.3,0.1859
51029,Buckingham County,Virginia,9.3,0.4782
51155,Pulaski County,Virginia,9.3,0.3572
51193,Westmoreland County,Virginia,9.3,0.7797
51199,York County,Virginia,9.3,0.7428
54015,Clay County,West Virginia,9.3,0.0197
54041,Lewis County,West Virginia,9.3,0.0653
55105,Rock County,Wisconsin,9.3,0.5954
56031,Platte County,Wyoming,9.3,0.4454
01011,Bullock County,Alabama,9.4,0.6749
01057,Fayette County,Alabama,9.4,0.2216
01103,Morgan County,Alabama,9.4,0.7504
04015,Mohave County,Arizona,9.4,0.7081
04023,Santa Cruz County,Arizona,9.4,0.9959
05029,Conway County,Arkansas,9.4,0.5622
06039,Madera County,California,9.4,0.9847
06099,Stanislaus County,California,9.4,0.9701
10005,Sussex County,Delaware,9.4,0.7679
13039,Camden County,Georgia,9.4,0.5425
13299,Ware County,Georgia,9.4,0.4565
16011,Bingham County,Idaho,9.4,0.7918
16019,Bonneville County,Idaho,9.4,0.645
18043,Floyd County,Indiana,9.4,0.333
18079,Jennings County,Indiana,9.4,0.1375
20155,Reno County,Kansas,9.4,0.5323
20191,Sumner County,Kansas,9.4,0.1882
21191,Pendleton County,Kentucky,9.4,0.07
24047,Worcester County,Maryland,9.4,0.4648
26159,Van Buren County,Michigan,9.4,0.6762
31087,Hitchcock County,Nebraska,9.4,0.0863
35013,Doña Ana County,New Mexico,9.4,0.9854
35039,Rio Arriba County,New Mexico,9.4,0.9268
36003,Allegany County,New York,9.4,0.2397
36047,Kings County,New York,9.4,0.9799
36051,Livingston County,New York,9.4,0.3203
36105,Sullivan County,New York,9.4,0.7841
37025,Cabarrus County,North Carolina,9.4,0.8103
39047,Fayette County,Ohio,9.4,0.3181
39089,Licking County,Ohio,9.4,0.2961
39111,Monroe County,Ohio,9.4,0.0232
39175,Wyandot County,Ohio,9.4,0.3967
40009,Beckham County,Oklahoma,9.4,0.631
40071,Kay County,Oklahoma,9.4,0.5947
40075,Kiowa County,Oklahoma,9.4,0.5992
41009,Columbia County,Oregon,9.4,0.4429
42125,Washington County,Pennsylvania,9.4,0.2267
46013,Brown County,South Dakota,9.4,0.5317
47051,Franklin County,Tennessee,9.4,0.4756
47121,Meigs County,Tennessee,9.4,0.2143
51047,Culpeper County,Virginia,9.4,0.816
51099,King George County,Virginia,9.4,0.4374
51101,King William County,Virginia,9.4,0.3747
51167,Russell County,Virginia,9.4,0.0115
51171,Shenandoah County,Virginia,9.4,0.6081
54031,Hardy County,West Virginia,9.4,0.6476
54083,Randolph County,West Virginia,9.4,0.0185
55087,Outagamie County,Wisconsin,9.4,0.504
01001,Autauga County,Alabama,9.5,0.5947
01037,Coosa County,Alabama,9.5,0.5314
01059,Franklin County,Alabama,9.5,0.8185
04027,Yuma County,Arizona,9.5,0.9898
05129,Searcy County,Arkansas,9.5,0.2057
05149,Yell County,Arkansas,9.5,0.8332
06025,Imperial County,California,9.5,0.9984
10003,New Castle County,Delaware,9.5,0.8504
12111,St. Lucie County,Florida,9.5,0.9026
12131,Walton County,Florida,9.5,0.5673
13075,Cook County,Georgia,9.5,0.7217
13255,Spalding County,Georgia,9.5,0.5731
16031,Cassia County,Idaho,9.5,0.8714
17029,Coles County,Illinois,9.5,0.3187
17091,Kankakee County,Illinois,9.5,0.7039
18067,Howard County,Indiana,9.5,0.4046
18141,St. Joseph County,Indiana,9.5,0.7071
18163,Vanderburgh County,Indiana,9.5,0.4626
19051,Davis County,Iowa,9.5,0.2289
19109,Kossuth County,Iowa,9.5,0.1827
21001,Adair County,Kentucky,9.5,0.1515
21021,Boyle County,Kentucky,9.5,0.4677
21229,Washington County,Kentucky,9.5,0.4693
22015,Bossier Parish,Louisiana,9.5,0.6488
22077,Pointe Coupee Parish,Louisiana,9.5,0.6387
22099,St. Martin Parish,Louisiana,9.5,0.7654
22121,West Baton Rouge Parish,Louisiana,9.5,0.5489
22127,Winn Parish,Louisiana,9.5,0.4448
26077,Kalamazoo County,Michigan,9.5,0.5737
26133,Osceola County,Michigan,9.5,0.155
28075,Lauderdale County,Mississippi,9.5,0.6402
28119,Quitman County,Mississippi,9.5,0.5836
28121,Rankin County,Mississippi,9.5,0.5466
29111,Lewis County,Missouri,9.5,0.1726
30017,Custer County,Montana,9.5,0.2677
30087,Rosebud County,Montana,9.5,0.4616
31013,Box Butte County,Nebraska,9.5,0.446
31055,Douglas County,Nebraska,9.5,0.8459
34015,Gloucester County,New Jersey,9.5,0.6345
35033,Mora County,New Mexico,9.5,0.9596
36019,Clinton County,New York,9.5,0.3983
37113,Macon County,North Carolina,9.5,0.5575
37157,Rockingham County,North Carolina,9.5,0.6692
37171,Surry County,North Carolina,9.5,0.6593
38061,Mountrail County,North Dakota,9.5,0.7093
39015,Brown County,Ohio,9.5,0.0653
39017,Butler County,Ohio,9.5,0.6116
39059,Guernsey County,Ohio,9.5,0.1261
39129,Pickaway County,Ohio,9.5,0.2544
40099,Murray County,Oklahoma,9.5,0.6692
41059,Umatilla County,Oregon,9.5,0.8863
41061,Union County,Oregon,9.5,0.4126
42021,Cambria County,Pennsylvania,9.5,0.1684
42041,Cumberland County,Pennsylvania,9.5,0.5677
42107,Schuylkill County,Pennsylvania,9.5,0.311
48373,Polk County,Texas,9.5,0.8176
49015,Emery County,Utah,9.5,0.3486
51105,Lee County,Virginia,9.5,0.2127
51121,Montgomery County,Virginia,9.5,0.5183
51131,Northampton County,Virginia,9.5,0.85
51163,Rockbridge County,Virginia,9.5,0.2222
51810,Virginia Beach City,Virginia,9.5,0.7708
53009,Clallam County,Washington,9.5,0.5861
55079,Milwaukee County,Wisconsin,9.5,0.9131
05039,Dallas County,Arkansas,9.6,0.7058
05071,Johnson County,Arkansas,9.6,0.7647
05079,Lincoln County,Arkansas,9.6,0.639
05099,Nevada County,Arkansas,9.6,0.377
06019,Fresno County,California,9.6,0.9892
06065,Riverside County,California,9.6,0.9736
06101,Sutter County,California,9.6,0.9643
09015,Windham County,Connecticut,9.6,0.7007
12009,Brevard County,Florida,9.6,0.695
13073,Columbia County,Georgia,9.6,0.7475
13081,Crisp County,Georgia,9.6,0.716
17199,Williamson County,Illinois,9.6,0.4002
18005,Bartholomew County,Indiana,9.6,0.6632
18059,Hancock County,Indiana,9.6,0.2544
18155,Switzerland County,Indiana,9.6,0.1643
18157,Tippecanoe County,Indiana,9.6,0.7106
20013,Brown County,Kansas,9.6,0.3095
20189,Stevens County,Kansas,9.6,0.9258
21005,Anderson County,Kentucky,9.6,0.1789
21183,Ohio County,Kentucky,9.6,0.1223
21207,Russell County,Kentucky,9.6,0.3833
22039,Evangeline Parish,Louisiana,9.6,0.8255
22065,Madison Parish,Louisiana,9.6,0.5692
26091,Lenawee County,Michigan,9.6,0.5154
28041,Greene County,Mississippi,9.6,0.3149
28091,Marion County,Mississippi,9.6,0.5355
31079,Hall County,Nebraska,9.6,0.8838
31151,Saline County,Nebraska,9.6,0.8784
35029,Luna County,New Mexico,9.6,0.9895
35061,Valencia County,New Mexico,9.6,0.9411
36089,St. Lawrence County,New York,9.6,0.4244
37017,Bladen County,North Carolina,9.6,0.8341
37065,Edgecombe County,North Carolina,9.6,0.8163
37097,Iredell County,North Carolina,9.6,0.7112
37181,Vance County,North Carolina,9.6,0.8491
37195,Wilson County,North Carolina,9.6,0.8793
38091,Steele County,North Dakota,9.6,0.049
38097,Traill County,North Dakota,9.6,0.2299
39067,Harrison County,Ohio,9.6,0.2569
40027,Cleveland County,Oklahoma,9.6,0.6727
40037,Creek County,Oklahoma,9.6,0.4604
40095,Marshall County,Oklahoma,9.6,0.8564
47117,Marshall County,Tennessee,9.6,0.5922
51065,Fluvanna County,Virginia,9.6,0.482
51143,Pittsylvania County,Virginia,9.6,0.602
51173,Smyth County,Virginia,9.6,0.1751
53027,Grays Harbor County,Washington,9.6,0.709
54063,Monroe County,West Virginia,9.6,0.1474
54093,Tucker County,West Virginia,9.6,0.0073
01093,Marion County,Alabama,9.7,0.3002
05085,Lonoke County,Arkansas,9.7,0.4556
05101,Newton County,Arkansas,9.7,0.0614
13009,Baldwin County,Georgia,9.7,0.7084
13035,Butts County,Georgia,9.7,0.4868
13051,Chatham County,Georgia,9.7,0.836
13135,Gwinnett County,Georgia,9.7,0.9717
13177,Lee County,Georgia,9.7,0.4015
13227,Pickens County,Georgia,9.7,0.304
16083,Twin Falls County,Idaho,9.7,0.7456
18025,Crawford County,Indiana,9.7,0.07
18111,Newton County,Indiana,9.7,0.4741
19099,Jasper County,Iowa,9.7,0.1433
19145,Page County,Iowa,9.7,0.4406
20063,Gove County,Kansas,9.7,0.2127
21173,Montgomery County,Kentucky,9.7,0.2499
21225,Union County,Kentucky,9.7,0.2805
22087,St. Bernard Parish,Louisiana,9.7,0.8071
24025,Harford County,Maryland,9.7,0.5562
26075,Jackson County,Michigan,9.7,0.3795
28031,Covington County,Mississippi,9.7,0.4327
28105,Oktibbeha County,Mississippi,9.7,0.6192
30073,Pondera County,Montana,9.7,0.5441
32021,Mineral County,Nevada,9.7,0.4419
33017,Strafford County,New Hampshire,9.7,0.3556
36029,Erie County,New York,9.7,0.723
36097,Schuyler County,New York,9.7,0.1375
36099,Seneca County,New York,9.7,0.4091
37069,Franklin County,North Carolina,9.7,0.8125
38035,Grand Forks County,North Dakota,9.7,0.4591
39043,Erie County,Ohio,9.7,0.4333
39073,Hocking County,Ohio,9.7,0.0665
40017,Canadian County,Oklahoma,9.7,0.6813
40117,Pawnee County,Oklahoma,9.7,0.3671
45091,York County,South Carolina,9.7,0.6651
47167,Tipton County,Tennessee,9.7,0.4661
48041,Brazos County,Texas,9.7,0.921
48213,Henderson County,Texas,9.7,0.724
48401,Rusk County,Texas,9.7,0.8666
48473,Waller County,Texas,9.7,0.9586
49037,San Juan County,Utah,9.7,0.943
51025,Brunswick County,Virginia,9.7,0.6791
51111,Lunenburg County,Virginia,9.7,0.6059
54065,Morgan County,West Virginia,9.7,0.0901
01067,Henry County,Alabama,9.8,0.4725
01077,Lauderdale County,Alabama,9.8,0.4464
01095,Marshall County,Alabama,9.8,0.7708
05055,Greene County,Arkansas,9.8,0.1515
12057,Hillsborough County,Florida,9.8,0.9459
13139,Hall County,Georgia,9.8,0.9236
13297,Walton County,Georgia,9.8,0.5651
16005,Bannock County,Idaho,9.8,0.462
18085,Kosciusko County,Indiana,9.8,0.596
18127,Porter County,Indiana,9.8,0.4677
18149,Starke County,Indiana,9.8,0.2954
18159,Tipton County,Indiana,9.8,0.2194
19085,Harrison County,Iowa,9.8,0.0341
20037,Crawford County,Kansas,9.8,0.5294
21073,Franklin County,Kentucky,9.8,0.6215
22011,Beauregard Parish,Louisiana,9.8,0.3855
23019,Penobscot County,Maine,9.8,0.1385
27023,Chippewa County,Minnesota,9.8,0.6106
28071,Lafayette County,Mississippi,9.8,0.5769
29031,Cape Girardeau County,Missouri,9.8,0.3922
29095,Jackson County,Missouri,9.8,0.8201
29099,Jefferson County,Missouri,9.8,0.2069
31111,Lincoln County,Nebraska,9.8,0.333
31123,Morrill County,Nebraska,9.8,0.7026
35005,Chaves County,New Mexico,9.8,0.9624
36013,Chautauqua County,New York,9.8,0.5584
36085,Richmond County,New York,9.8,0.9004
42033,Clearfield County,Pennsylvania,9.8,0.3591
44007,Providence County,Rhode Island,9.8,0.9169
45063,Lexington County,South Carolina,9.8,0.7119
47045,Dyer County,Tennessee,9.8,0.4648
47069,Hardeman County,Tennessee,9.8,0.5966
47105,Loudon County,Tennessee,9.8,0.6348
47115,Marion County,Tennessee,9.8,0.1452
48027,Bell County,Texas,9.8,0.8959
48039,Brazoria County,Texas,9.8,0.9322
48497,Wise County,Texas,9.8,0.7717
51550,Chesapeake City,Virginia,9.8,0.7303
54057,Mineral County,West Virginia,9.8,0.3996
54061,Monongalia County,West Virginia,9.8,0.334
54079,Putnam County,West Virginia,9.8,0.0866
01081,Lee County,Alabama,9.9,0.7189
02290,Yukon-Koyukuk Census Area,Alaska,9.9,0.5422
04012,La Paz County,Arizona,9.9,0.9051
05003,Ashley County,Arkansas,9.9,0.7415
05143,Washington County,Arkansas,9.9,0.8348
06077,San Joaquin County,California,9.9,0.9812
13315,Wilcox County,Georgia,9.9,0.8233
18071,Jackson County,Indiana,9.9,0.5514
21069,Fleming County,Kentucky,9.9,0.3238
21237,Wolfe County,Kentucky,9.9,0.0032
23021,Piscataquis County,Maine,9.9,0.0618
24005,Baltimore County,Maryland,9.9,0.865
24009,Calvert County,Maryland,9.9,0.4413
26117,Montcalm County,Michigan,9.9,0.2751
26165,Wexford County,Michigan,9.9,0.1197
27105,Nobles County,Minnesota,9.9,0.9325
27127,Redwood County,Minnesota,9.9,0.2665
28007,Attala County,Mississippi,9.9,0.6004
28023,Clarke County,Mississippi,9.9,0.3744
28101,Newton County,Mississippi,9.9,0.5613
29113,Lincoln County,Missouri,9.9,0.1611
35009,Curry County,New Mexico,9.9,0.9414
36121,Wyoming County,New York,9.9,0.3754
37045,Cleveland County,North Carolina,9.9,0.5174
38105,Williams County,North Dakota,9.9,0.5473
39035,Cuyahoga County,Ohio,9.9,0.8354
40115,Ottawa County,Oklahoma,9.9,0.703
42001,Adams County,Pennsylvania,9.9,0.5215
45077,Pickens County,South Carolina,9.9,0.4339
47031,Coffee County,Tennessee,9.9,0.355
47073,Hawkins County,Tennessee,9.9,0.1783
47089,Jefferson County,Tennessee,9.9,0.3976
47093,Knox County,Tennessee,9.9,0.6008
47099,Lawrence County,Tennessee,9.9,0.4355
47151,Scott County,Tennessee,9.9,0.0232
48021,Bastrop County,Texas,9.9,0.9354
51041,Chesterfield County,Virginia,9.9,0.8478
01113,Russell County,Alabama,10,0.7937
05001,Arkansas County,Arkansas,10,0.3715
05077,Lee County,Arkansas,10,0.7698
05109,Pike County,Arkansas,10,0.588
12001,Alachua County,Florida,10,0.7615
12045,Gulf County,Florida,10,0.5097
12053,Hernando County,Florida,10,0.6514
13107,Emanuel County,Georgia,10,0.7889
13233,Polk County,Georgia,10,0.8249
13279,Toombs County,Georgia,10,0.851
18039,Elkhart County,Indiana,10,0.8077
20177,Shawnee County,Kansas,10,0.6991
20205,Wilson County,Kansas,10,0.1843
21135,Lewis County,Kentucky,10,0.0051
21163,Meade County,Kentucky,10,0.1936
22001,Acadia Parish,Louisiana,10,0.6466
24023,Garrett County,Maryland,10,0.0653
28009,Benton County,Mississippi,10,0.6638
28111,Perry County,Mississippi,10,0.2846
29181,Ripley County,Missouri,10,0.107
32003,Clark County,Nevada,10,0.9608
33007,Coos County,New Hampshire,10,0.3305
37101,Johnston County,North Carolina,10,0.8211
37117,Martin County,North Carolina,10,0.6441
37131,Northampton County,North Carolina,10,0.7211
37133,Onslow County,North Carolina,10,0.6218
37187,Washington County,North Carolina,10,0.4976
39097,Madison County,Ohio,10,0.3598
40133,Seminole County,Oklahoma,10,0.61
45045,Greenville County,South Carolina,10,0.8239
47047,Fayette County,Tennessee,10,0.4766
47081,Hickman County,Tennessee,10,0.2652
48251,Johnson County,Texas,10,0.808
48363,Palo Pinto County,Texas,10,0.8147
51067,Franklin County,Virginia,10,0.4174
53021,Franklin County,Washington,10,0.9764
55078,Menominee County,Wisconsin,10,0.5934
13031,Bulloch County,Georgia,10.1,0.5457
13145,Harris County,Georgia,10.1,0.3225
13247,Rockdale County,Georgia,10.1,0.9185
13251,Screven County,Georgia,10.1,0.6329
13305,Wayne County,Georgia,10.1,0.745
18075,Jay County,Indiana,10.1,0.2232
19057,Des Moines County,Iowa,10.1,0.3365
20125,Montgomery County,Kansas,10.1,0.66
21089,Greenup County,Kentucky,10.1,0.0153
22103,St. Tammany Parish,Louisiana,10.1,0.6893
26041,Delta County,Michigan,10.1,0.121
26113,Missaukee County,Michigan,10.1,0.2209
28015,Carroll County,Mississippi,10.1,0.4072
28047,Harrison County,Mississippi,10.1,0.7781
28137,Tate County,Mississippi,10.1,0.6921
34005,Burlington County,New Jersey,10.1,0.7778
36045,Jefferson County,New York,10.1,0.4868
36115,Washington County,New York,10.1,0.3457
37067,Forsyth County,North Carolina,10.1,0.8895
39115,Morgan County,Ohio,10.1,0.1843
40153,Woodward County,Oklahoma,10.1,0.7383
47013,Campbell County,Tennessee,10.1,0.0318
47109,Mcnairy County,Tennessee,10.1,0.2706
47111,Macon County,Tennessee,10.1,0.4721
48487,Wilbarger County,Texas,10.1,0.8797
51159,Richmond County,Virginia,10.1,0.8201
53053,Pierce County,Washington,10.1,0.8223
01007,Bibb County,Alabama,10.2,0.4323
01133,Winston County,Alabama,10.2,0.2592
05043,Drew County,Arkansas,10.2,0.391
05051,Garland County,Arkansas,10.2,0.6049
06107,Tulare County,California,10.2,0.9927
12007,Bradford County,Florida,10.2,0.5132
13087,Decatur County,Georgia,10.2,0.6125
13091,Dodge County,Georgia,10.2,0.6291
13285,Troup County,Georgia,10.2,0.7577
16027,Canyon County,Idaho,10.2,0.8462
18003,Allen County,Indiana,10.2,0.7603
20085,Jackson County,Kansas,10.2,0.3878
21067,Fayette County,Kentucky,10.2,0.8029
21127,Lawrence County,Kentucky,10.2,0.2022
21165,Menifee County,Kentucky,10.2,0.0016
22009,Avoyelles Parish,Louisiana,10.2,0.5702
26099,Macomb County,Michigan,10.2,0.7386
28003,Alcorn County,Mississippi,10.2,0.5498
28017,Chickasaw County,Mississippi,10.2,0.7491
28065,Jefferson Davis County,Mississippi,10.2,0.4798
28103,Noxubee County,Mississippi,10.2,0.5371
28129,Smith County,Mississippi,10.2,0.3868
28141,Tishomingo County,Mississippi,10.2,0.1184
32023,Nye County,Nevada,10.2,0.7167
37041,Chowan County,North Carolina,10.2,0.3929
39057,Greene County,Ohio,10.2,0.4916
39101,Marion County,Ohio,10.2,0.3263
40013,Bryan County,Oklahoma,10.2,0.6183
40143,Tulsa County,Oklahoma,10.2,0.8746
45019,Charleston County,South Carolina,10.2,0.745
45065,Mccormick County,South Carolina,10.2,0.44
45073,Oconee County,South Carolina,10.2,0.6008
47155,Sevier County,Tennessee,10.2,0.574
47163,Sullivan County,Tennessee,10.2,0.1971
48055,Caldwell County,Texas,10.2,0.9583
48225,Houston County,Texas,10.2,0.83
48469,Victoria County,Texas,10.2,0.9242
51161,Roanoke County,Virginia,10.2,0.524
54047,Mcdowell County,West Virginia,10.2,0.3228
54071,Pendleton County,West Virginia,10.2,0.0793
54087,Roane County,West Virginia,10.2,0.028
54097,Upshur County,West Virginia,10.2,0.0169
56003,Big Horn County,Wyoming,10.2,0.4613
01109,Pike County,Alabama,10.3,0.8214
05045,Faulkner County,Arkansas,10.3,0.5244
12065,Jefferson County,Florida,10.3,0.6412
12091,Okaloosa County,Florida,10.3,0.7112
18041,Fayette County,Indiana,10.3,0.1229
20031,Coffey County,Kansas,10.3,0.1127
20049,Elk County,Kansas,10.3,0.1321
20057,Ford County,Kansas,10.3,0.9777
21037,Campbell County,Kentucky,10.3,0.2267
21117,Kenton County,Kentucky,10.3,0.4731
22083,Richland Parish,Louisiana,10.3,0.483
23001,Androscoggin County,Maine,10.3,0.4339
26145,Saginaw County,Michigan,10.3,0.6065
28077,Lawrence County,Mississippi,10.3,0.4438
29201,Scott County,Missouri,10.3,0.4333
34023,Middlesex County,New Jersey,10.3,0.9592
36017,Chenango County,New York,10.3,0.2305
37081,Guilford County,North Carolina,10.3,0.9064
39151,Stark County,Ohio,10.3,0.3894
39153,Summit County,Ohio,10.3,0.6606
41013,Crook County,Oregon,10.3,0.3989
41047,Marion County,Oregon,10.3,0.886
42065,Jefferson County,Pennsylvania,10.3,0.1273
47177,Warren County,Tennessee,10.3,0.6323
51760,Richmond City,Virginia,10.3,0.9268
54051,Marshall County,West Virginia,10.3,0.0306
01065,Hale County,Alabama,10.4,0.5116
05019,Clark County,Arkansas,10.4,0.6351
05091,Miller County,Arkansas,10.4,0.3792
05139,Union County,Arkansas,10.4,0.6934
12029,Dixie County,Florida,10.4,0.3416
12113,Santa Rosa County,Florida,10.4,0.5059
12127,Volusia County,Florida,10.4,0.7033
13033,Burke County,Georgia,10.4,0.7227
13071,Colquitt County,Georgia,10.4,0.937
15003,Honolulu County,Hawaii,10.4,0.9752
20009,Barton County,Kansas,10.4,0.6972
20133,Neosho County,Kansas,10.4,0.3633
21177,Muhlenberg County,Kentucky,10.4,0.1407
22029,Concordia Parish,Louisiana,10.4,0.4976
22047,Iberville Parish,Louisiana,10.4,0.5791
28093,Marshall County,Mississippi,10.4,0.5791
31043,Dakota County,Nebraska,10.4,0.9599
36015,Chemung County,New York,10.4,0.3158
36057,Montgomery County,New York,10.4,0.6667
37169,Stokes County,North Carolina,10.4,0.1601
39049,Franklin County,Ohio,10.4,0.8373
39095,Lucas County,Ohio,10.4,0.6574
40063,Hughes County,Oklahoma,10.4,0.5495
40089,Mccurtain County,Oklahoma,10.4,0.7042
40121,Pittsburg County,Oklahoma,10.4,0.6307
41071,Yamhill County,Oregon,10.4,0.7771
45087,Union County,South Carolina,10.4,0.4479
47143,Rhea County,Tennessee,10.4,0.5272
47179,Washington County,Tennessee,10.4,0.32
48201,Harris County,Texas,10.4,0.9876
51015,Augusta County,Virginia,10.4,0.3136
51117,Mecklenburg County,Virginia,10.4,0.5263
54003,Berkeley County,West Virginia,10.4,0.4881
54109,Wyoming County,West Virginia,10.4,0.0083
55001,Adams County,Wisconsin,10.4,0.3855
01009,Blount County,Alabama,10.5,0.5915
01019,Cherokee County,Alabama,10.5,0.2751
01071,Jackson County,Alabama,10.5,0.3126
05059,Hot Spring County,Arkansas,10.5,0.4043
06029,Kern County,California,10.5,0.9799
06031,Kings County,California,10.5,0.9828
12019,Clay County,Florida,10.5,0.7424
12055,Highlands County,Florida,10.5,0.8618
18035,Delaware County,Indiana,10.5,0.347
18173,Warrick County,Indiana,10.5,0.2601
18181,White County,Indiana,10.5,0.5743
20099,Labette County,Kansas,10.5,0.3289
21015,Boone County,Kentucky,10.5,0.5616
22095,St. John The Baptist Parish,Louisiana,10.5,0.8042
26049,Genesee County,Michigan,10.5,0.4897
28039,George County,Mississippi,10.5,0.44
28073,Lamar County,Mississippi,10.5,0.511
34013,Essex County,New Jersey,10.5,0.9796
35047,San Miguel County,New Mexico,10.5,0.9838
36037,Genesee County,New York,10.5,0.3247
39003,Allen County,Ohio,10.5,0.4193
39009,Athens County,Ohio,10.5,0.3429
39023,Clark County,Ohio,10.5,0.5323
39119,Muskingum County,Ohio,10.5,0.1987
39171,Williams County,Ohio,10.5,0.1656
40079,Le Flore County,Oklahoma,10.5,0.7791
47149,Rutherford County,Tennessee,10.5,0.7927
51185,Tazewell County,Virginia,10.5,0.1385
54053,Mason County,West Virginia,10.5,0.0293
54089,Summers County,West Virginia,10.5,0.1468
01115,St. Clair County,Alabama,10.6,0.3961
01123,Tallapoosa County,Alabama,10.6,0.4215
05057,Hempstead County,Arkansas,10.6,0.914
12033,Escambia County,Florida,10.6,0.7256
12041,Gilchrist County,Florida,10.6,0.5871
12067,Lafayette County,Florida,10.6,0.8628
12093,Okeechobee County,Florida,10.6,0.901
16073,Owyhee County,Idaho,10.6,0.8857
19179,Wapello County,Iowa,10.6,0.7386
19185,Wayne County,Iowa,10.6,0.241
20027,Clay County,Kansas,10.6,0.0573
22005,Ascension Parish,Louisiana,10.6,0.6985
22071,Orleans Parish,Louisiana,10.6,0.8797
22119,Webster Parish,Louisiana,10.6,0.4218
24037,St. Mary&#39;s County,Maryland,10.6,0.5718
26149,St. Joseph County,Michigan,10.6,0.5858
28005,Amite County,Mississippi,10.6,0.4951
28117,Prentiss County,Mississippi,10.6,0.3629
31047,Dawson County,Nebraska,10.6,0.9319
34001,Atlantic County,New Jersey,10.6,0.928
36081,Queens County,New York,10.6,0.9936
36101,Steuben County,New York,10.6,0.2948
36123,Yates County,New York,10.6,0.2869
37031,Carteret County,North Carolina,10.6,0.4852
37047,Columbus County,North Carolina,10.6,0.8115
38067,Pembina County,North Dakota,10.6,0.1242
40001,Adair County,Oklahoma,10.6,0.7727
45021,Cherokee County,South Carolina,10.6,0.5842
47065,Hamilton County,Tennessee,10.6,0.7125
47119,Maury County,Tennessee,10.6,0.5581
48029,Bexar County,Texas,10.6,0.9733
48139,Ellis County,Texas,10.6,0.8968
48167,Galveston County,Texas,10.6,0.8991
51053,Dinwiddie County,Virginia,10.6,0.6877
51770,Roanoke City,Virginia,10.6,0.8367
54025,Greenbrier County,West Virginia,10.6,0.1805
01041,Crenshaw County,Alabama,10.7,0.6979
01089,Madison County,Alabama,10.7,0.7217
05033,Crawford County,Arkansas,10.7,0.5785
12005,Bay County,Florida,10.7,0.6705
13193,Macon County,Georgia,10.7,0.737
18017,Cass County,Indiana,10.7,0.7943
